name,hint1,hint2
Harrison Ford,A carpenter in who was recruited to read lines for auditioning actors before being cast as a galactic smuggler.,"The actor famous for portraying Han Solo in Star Wars, Indiana Jones, and Rick Deckard in Blade Runner."
Post Malone,A heavily facetattooed musician who famously failed a metalcore band audition due to a broken guitar string before dominating pop charts.,"The chart-topping artist behind hit singles like 'Rockstar', 'Sunflower', and 'Circles'."
Adam Sandler,A 1990s cast member who built his film empire while routinely casting his closest reallife friends.,"The comedy star behind Billy Madison, Happy Gilmore, and The Waterboy, who also earned acclaim in Uncut Gems."
Travis Kelce,"A star tight end who briefly starred in his own 2016 reality television dating show,.",The multi-time Super Bowl champion tight end for the Kansas City Chiefs who co-hosts the New Heights podcast.
Bruno Mars,A performer who gained local fame at age four as a young impersonator.,"The Grammy-winning retro-pop and R&B star behind hits like 'Just the Way You Are', 'Uptown Funk', and Silk Sonic."
Matthew McConaughey,"A charismatic Texan actor who improvised the phrase 'Alright, alright, alright' in his film debut Dazed and Confused.","The Oscar winner for Dallas Buyers Club who also starred in Interstellar, True Detective, and How to Lose a Guy in 10 Days."
Jack Black,A highenergy comedic actor born to satellite engineers who forms half of the comedic rock duo.,"He starred in School of Rock, voiced Po in Kung Fu Panda, and played Bowser in The Super Mario Bros. Movie."
Chris Pratt,An actor who was discovered waiting tables at a Bubba Gump Shrimp restaurant in Hawaii before breaking into television comedy.,He played Andy Dwyer in Parks and Recreation before starring as Star-Lord in Guardians of the Galaxy and Owen Grady in Jurassic World.
Aaron Rodgers,A four-time NFL Most Valuable Player who served as a guest host on Jeopardy! in 2021.,The Super Bowl-winning quarterback who spent most of his career leading the Green Bay Packers before moving to the New York Jets.
Mark Wahlberg,A Boston native who gained fame in the 1990s as the frontman of hip-hop group Marky Mark and the Funky Bunch.,"The actor and producer behind Boogie Nights, The Departed, Ted, and the Transformers series."
Justin Timberlake,A child performer on 's The who rose to stardom as the lead singer.,"The solo pop star behind hit songs like 'Cry Me a River' and 'SexyBack', who also starred in The Social Network."
Terry Crews,"A former defensive player and artist who transitioned into physical comedy, commercials, and hosting.","He played Terry Jeffords on Brooklyn Nine-Nine, Julius on Everybody Hates Chris, and hosted America's Got Talent."
Stephen Curry,The first unanimous in history who holds the alltime record for threepointers made.,The four-time NBA champion point guard who leads the Golden State Warriors.
Paul Rudd,A comedy actor famous for running a 20year prank on involving a clip from the movie.,"The actor known for Clueless, Anchorman, I Love You, Man, and playing Scott Lang in Marvel's Ant-Man."
Jimmy Kimmel,A television personality who cohosted The and before entering latenight television.,The longtime host of ABC's Jimmy Kimmel Live! who has hosted the Academy Awards multiple times.
John Cena,A professional wrestler who granted over 650 wishes for the setting an alltime record.,"The 16-time WWE world champion who starred in Trainwreck, F9, and played Peacemaker in DC projects."
David Letterman,A broadcaster who started his career as a quirky latenight weekend weather anchor in before revolutionizing latenight.,"The legendary late-night talk show host known for his Top Ten Lists, gap-toothed grin, and decades hosting NBC's Late Night and CBS's The Late Show."
Michael Strahan,A halloffame defensive player who set the singleseason record with 22.5 quarterback sacks in 2001.,The Super Bowl-winning New York Giant who transitioned into a television host on Good Morning America and FOX NFL Sunday.
Jack Nicholson,"A cinematic icon who holds the all-time record for the most Academy Award nominations for a male actor, with 12 total nods.","The three-time Oscar winner famous for his roles in One Flew Over the Cuckoo's Nest, The Shining, Batman, and As Good as It Gets."
Tim Allen,"A stand-up comic who achieved the rare feat in 1996 of simultaneously having the #1 film, #1 show, and #1 bestselling book.","He starred as Tim 'The Tool Man' Taylor on Home Improvement, played Scott Calvin in The Santa Clause, and voiced Buzz Lightyear in Toy Story."
John Stamos,A TV actor and musician who regularly performs live on stage as an honorary drummer and singer with The Beach Boys.,"The actor famous for playing the cool, hair-obsessed Uncle Jesse Katsopolis on the sitcom Full House."
Dr. Phil McGraw,A Texas psychologist and legal consultant who gained nationwide notoriety through recurring advice segments on The Oprah Winfrey Show.,"The blunt, mustache-wearing television host who anchored his own syndicated daytime advice program, Dr. Phil, for 21 seasons."
Howie Mandel,A comedian who created and voiced the main character in the hit 1990s animated series.,The game show host of Deal or No Deal and long-tenured judge on America's Got Talent.
Will Ferrell,A 1990s star who cofounded the influential digital comedy platform or in 2007.,"The comedic actor who starred in blockbuster comedies like Anchorman, Elf, Talladega Nights, and Step Brothers."
Drew Brees,A quarterback who overcame a major shoulder injury early in his career to become one of the most accurate passers in football history.,The Super Bowl XLIV MVP quarterback who spent 15 seasons setting passing records with the New Orleans Saints.
Charles Barkley,An undersized power forward who won the 1993 NBA MVP and led the league in rebounding in 1987.,The outspoken basketball legend who became an Emmy-winning analyst on TNT's Inside the NBA.
Seth Rogen,A multihyphenate creator who started performing stand-up comedy at age 12 and co-wrote the script for Superbad when he was just a teenager.,"The comedic actor and writer famous for his distinct chuckle and roles in Knocked Up, Superbad, and Pineapple Express."
Peyton Manning,The only quarterback in history to win as the starting signalcaller for two different franchises.,The five-time NFL MVP quarterback famous for calling out 'Omaha!' at the line of scrimmage for the Colts and Broncos.
Jeff Foxworthy,"A stand-up comedian who created the highestselling comedy album in history,.",A member of the Blue Collar Comedy Tour who hosted the hit game show Are You Smarter Than a 5th Grader?.
Jamie Foxx,A former stand-up comic and cast member who became a rare crossover talent with an for acting and a #1 hit.,"He won an Academy Award for starring in Ray, featured on Kanye West's 'Gold Digger', and starred in Django Unchained."
